"구분(1)",구분(2),구분(3),구분(4),2024.05,2024.06,2024.07,2024.08,2024.09,2024.10
"도시대기",경상북도,영덕,영덕읍,27,28,21,23,18,17
"도시대기",경상북도,영덕,영해면,24,26,17,18,15,15
"도시대기",경상북도,영천,영천시,25,25,19,19,16,20
"도시대기",경상북도,의성,의성읍,24,27,22,21,18,17
"도시대기",경상북도,의성,안계면사무소,32,27,14,19,18,20
"도시대기",경상북도,포항,장흥동,39,37,29,33,31,32
"도시대기",경상북도,포항,장량동,30,30,20,23,20,22
"도시대기",경상북도,포항,대도동,44,44,31,31,29,32
"도시대기",경상북도,포항,대송면,31,31,24,25,25,25
"도시대기",경상북도,포항,3공단,40,38,26,27,28,33
"도시대기",경상북도,포항,송도동,42,41,29,32,29,30
"도시대기",경상북도,포항,오천읍,39,38,26,28,27,30
"도시대기",경상북도,포항,청림동,51,48,37,41,38,43
"도시대기",경상북도,포항,연일읍,36,38,25,28,24,27
"도시대기",경상북도,포항,제철동,41,40,22,27,30,33
"도시대기",경상북도,포항,양덕동,32,31,21,22,20,22
"도시대기",경상북도,구미,공단동,32,26,18,22,24,27
"도시대기",경상북도,구미,원평동,33,25,17,19,20,28
"도시대기",경상북도,구미,형곡동,27,25,18,22,20,23
"도시대기",경상북도,구미,4공단,25,26,17,18,18,23
"도시대기",경상북도,구미,진미동,30,31,20,25,23,27
"도시대기",경상북도,김천,대광동,35,34,23,23,22,26
"도시대기",경상북도,김천,평화남산동,45,42,29,30,26,28
"도시대기",경상북도,김천,율곡동,36,31,24,25,23,24
"도시대기",경상북도,경주,성건동,31,32,22,22,21,22
"도시대기",경상북도,경주,보덕동,20,21,12,12,11,11
"도시대기",경상북도,경주,안강읍,26,26,12,14,13,18
"도시대기",경상북도,경주,외동읍,30,35,20,21,19,19
"도시대기",경상북도,안동,명륜동,31,30,24,25,22,25
"도시대기",경상북도,영주,가흥동,36,32,22,23,22,26
"도시대기",경상북도,영주,영주동,38,36,27,27,24,27
"도시대기",경상북도,경산,중방동,28,28,19,22,20,21
"도시대기",경상북도,경산,하양읍,27,32,25,27,23,23
"도시대기",경상북도,경산,진량읍,30,34,24,25,23,26
"도시대기",경상북도,상주,상주시,31,28,15,16,13,19
"도시대기",경상북도,칠곡,칠곡군,30,28,21,20,18,23
"도시대기",경상북도,울진,울진군,23,22,16,17,15,14
"도시대기",경상북도,봉화,석포면,19,20,14,14,12,11
"도시대기",경상북도,봉화,봉화군,22,21,15,15,12,14
"도시대기",경상북도,울릉,울릉읍,26,24,18,19,16,20
"도시대기",경상북도,고령,대가야읍,30,28,21,22,20,23
"도시대기",경상북도,성주,성주군,31,29,21,21,21,23
"도시대기",경상북도,예천,예천군,26,23,18,20,18,18
"도시대기",경상북도,청도,화양읍,24,26,16,15,14,14
"도시대기",경상북도,청송,청송군,20,21,16,16,14,15
"도시대기",경상북도,영양,영양군,20,20,14,13,13,17
"도시대기",경상북도,문경,문경시,26,24,15,18,15,20
"도시대기",경상남도,창원,명서동,30,29,21,22,16,15
"도시대기",경상남도,창원,웅남동,25,24,16,22,17,18
"도시대기",경상남도,창원,성주동,24,24,18,23,18,17
"도시대기",경상남도,창원,용지동,29,30,18,23,18,19
"도시대기",경상남도,창원,사파동,27,23,13,18,15,17
"도시대기",경상남도,창원,경화동,24,20,13,17,14,15
"도시대기",경상남도,창원,회원동,29,30,21,26,23,26
"도시대기",경상남도,창원,봉암동,27,25,16,19,16,18
"도시대기",경상남도,창원,월영동,22,21,15,20,15,16
"도시대기",경상남도,창원,내서읍,23,20,15,18,15,17
"도시대기",경상남도,진주,상봉동,24,22,14,17,15,15
"도시대기",경상남도,진주,대안동,25,23,15,18,16,17
"도시대기",경상남도,진주,상대동,30,29,22,25,21,20
"도시대기",경상남도,진주,정촌면,26,23,15,19,17,19
"도시대기",경상남도,하동,하동읍,26,22,15,19,16,13
"도시대기",경상남도,하동,금성면,24,21,15,21,17,14
"도시대기",경상남도,김해,동상동,27,25,16,20,16,17
"도시대기",경상남도,김해,삼방동,28,27,17,22,20,20
"도시대기",경상남도,김해,장유동,24,24,10,15,14,16
"도시대기",경상남도,김해,진영읍,29,31,17,23,19,19
"도시대기",경상남도,김해,진례면,25,25,12,17,15,18
"도시대기",경상남도,양산,북부동,25,25,17,20,16,15
"도시대기",경상남도,양산,삼호동,25,26,14,19,17,17
"도시대기",경상남도,양산,물금읍,30,28,17,21,17,19
"도시대기",경상남도,거제,아주동,22,19,11,17,15,16
"도시대기",경상남도,거제,고현동,22,18,10,15,13,14
"도시대기",경상남도,사천,사천읍,25,22,12,16,15,18
"도시대기",경상남도,사천,향촌동,20,17,11,14,13,14
"도시대기",경상남도,밀양,내일동,27,29,19,19,16,17
"도시대기",경상남도,통영,무전동,28,28,19,23,20,21
"도시대기",경상남도,고성,고성읍,27,24,18,21,18,21
"도시대기",경상남도,거창,거창읍,26,25,16,19,17,18
"도시대기",경상남도,함안,가야읍,27,25,14,18,16,19
"도시대기",경상남도,함양,함양읍,24,22,15,19,16,19
"도시대기",경상남도,남해,남해읍,22,23,14,18,13,13
"도시대기",경상남도,산청,산청읍,21,25,16,19,17,15
"도시대기",경상남도,의령,의령읍,24,23,18,21,18,18
"도시대기",경상남도,창녕,창녕읍,26,26,18,21,18,19
"도시대기",경상남도,합천,합천읍,25,23,16,19,16,15
"도시대기",제주특별자치도,제주,이도동,28,23,18,23,20,23
"도시대기",제주특별자치도,제주,연동,33,26,18,21,19,25
"도시대기",제주특별자치도,제주,조천읍,30,21,17,23,19,22
"도시대기",제주특별자치도,제주,한림읍,30,23,17,23,22,21
"도시대기",제주특별자치도,제주,화북동,30,22,17,22,20,24
"도시대기",제주특별자치도,제주,애월읍,30,19,15,25,25,27
"도시대기",제주특별자치도,서귀포,동홍동,29,24,23,23,23,21
"도시대기",제주특별자치도,서귀포,성산읍,28,27,22,24,23,23
"도시대기",제주특별자치도,서귀포,대정읍,28,20,21,22,21,17
"도시대기",제주특별자치도,서귀포,남원읍,29,23,24,25,25,23
"도시대기",제주특별자치도,서귀포,강정동,24,20,17,19,19,19
"국가배경농도",인천광역시,옹진군,백령도,31,21,20,21,19,33
"국가배경농도",인천광역시,옹진군,연평도,27,20,19,17,15,23
"국가배경농도",인천광역시,옹진군,울도,29,23,16,18,15,29
"국가배경농도",충청남도,보령,외연도,26,17,15,20,16,29
"국가배경농도",전라남도,영광,안마도,31,21,24,20,18,25
"국가배경농도",전라남도,신안,홍도,33*,16,18*,20,23,28
"국가배경농도",전라남도,신안,가거도,29*,18,16*,20,22,26*
"국가배경농도",전북특별자치도,군산,말도,24,19,14,17,15,24
"국가배경농도",경상북도,울릉군,태하리,30,27,13,12,11,15
"국가배경농도",제주특별자치도,제주,고산리,30,19,19,23,22,26
"교외대기",인천광역시,강화군,석모리,34,31,26,29,24,28
"교외대기",인천광역시,옹진군,덕적도,28,23,18,19,14,25
"교외대기",경기도,이천,설성면,35,34,15,19,15,22
"교외대기",경기도,파주,파주,35,34,25,29,27**,34
"교외대기",경기도,포천,관인면,26,28,18,19,14,16
"교외대기",경기도,연천,연천(DMZ),30,34,17,18,17,25
"교외대기",강원특별자치도,양구,방산면,24,25,15,16,13,16
"교외대기",강원특별자치도,고성,간성읍,33,31,13,14,14,19
"교외대기",강원특별자치도,고성,인제(DMZ),30,31,14,19,21,24
"교외대기",강원특별자치도,고성,고성(DMZ),35,26,20**,18,15,18
"교외대기",강원특별자치도,정선,북평면,25,26,22,24,19,24
"교외대기",강원특별자치도,횡성,치악산,27,26,18,23,21,27
"교외대기",강원특별자치도,철원,철원(DMZ),25,28,20,24,18,27
"교외대기",강원특별자치도,화천,화천(DMZ),32,32,16,20,19,28
"교외대기",충청북도,괴산,청천면,26,24,16,17,14,20
"교외대기",충청북도,음성,금왕,30,30,18,23,18,23
"교외대기",충청남도,태안,파도리,32,28,18,22,18,34
"교외대기",충청남도,공주,사곡면,29,28,26**,-,-,21*
"교외대기",전북특별자치도,임실,운암면,22,20,13,16,12,14
"교외대기",전북특별자치도,부안,새만금,29,24,18,26,28,30
"교외대기",전라남도,화순,송단리,21,17,12,16,12,14
"교외대기",경상북도,영덕,강구면,27,26,16,16,15,17
"교외대기",경상북도,영천,화북면,24,26,20,17,16,15
"교외대기",경상북도,의성,안계면,26,28,18,21,20,25
"교외대기",경상남도,창원,대산면,31,32,21,23,20,21
"교외대기",경상남도,거제,저구리,19,14,13,19,17,19
"교외대기",경상남도,거창,남상면,23,23,15,21,-,-
"도로변대기",서울특별시,서울특별시,한강대로,39,40,26,28,19,27
"도로변대기",서울특별시,서울특별시,청계천로,36,36,26,31,21,30
"도로변대기",서울특별시,서울특별시,종로,29,30,22,25,18,22
"도로변대기",서울특별시,서울특별시,홍릉로,32,33,22,26,18,23
"도로변대기",서울특별시,서울특별시,신촌로,35,35,25,29,20,26
"도로변대기",서울특별시,서울특별시,영등포로,34,36,24,28,19,26
"도로변대기",서울특별시,서울특별시,도산대로,34,35,22,25,19,28
"도로변대기",서울특별시,서울특별시,천호대로,37,36,23,27,19,23
"도로변대기",서울특별시,서울특별시,강남대로,36,35,19,21,14,23
"도로변대기",서울특별시,서울특별시,강변북로,33,33,20,22,16,24
"도로변대기",서울특별시,서울특별시,화랑로,33,35,24,28,21,25
"도로변대기",서울특별시,서울특별시,공항대로,32,32,21,28,19,26
"도로변대기",서울특별시,서울특별시,동작대로,35,35,26,30,22,28
"도로변대기",서울특별시,서울특별시,정릉로,34,36,26,29,22,27
"도로변대기",서울특별시,서울특별시,시흥대로,34,35,26,31,22,27
"도로변대기",서울특별시,서울특별시,시도평균,34,35,23,27,19,26
"도로변대기",부산광역시,부산광역시,온천동,34,32,17,23,20,23
"도로변대기",부산광역시,부산광역시,초량동,29,29,18,21,17,18
"도로변대기",부산광역시,부산광역시,삼락동,30,29,13,18,15,18
"도로변대기",부산광역시,부산광역시,우동,25,24,13,17,14,17
"도로변대기",부산광역시,부산광역시,시도평균,30,28,15,19,16,19
"도로변대기",대구광역시,대구광역시,평리동,31,28,16,18,18,23
"도로변대기",대구광역시,대구광역시,이곡동,31,31,19,20,18,22
"도로변대기",대구광역시,대구광역시,충혼탑,29,27,16,16,12,11**
"도로변대기",대구광역시,대구광역시,서변동,26,25,15,13,13,15
"도로변대기",대구광역시,대구광역시,연호동,29,26,15,17,16,19
"도로변대기",대구광역시,대구광역시,시도평균,29,27,16,17,15,20
"도로변대기",인천광역시,인천광역시,석바위,30,29,21,25,17,26
"도로변대기",인천광역시,인천광역시,부평역,51,44,38,37,29,36
"도로변대기",인천광역시,인천광역시,송현,33,34,29,33,23,32
"도로변대기",인천광역시,인천광역시,서해,38,34,26,29,25,39
"도로변대기",인천광역시,인천광역시,남동,35,34,25,29,20,30
"도로변대기",인천광역시,인천광역시,중봉,33,31,25,30,21,31
"도로변대기",인천광역시,인천광역시,임학,33,30,18,23,18,31
"도로변대기",인천광역시,인천광역시,시도평균,36,34,26,29,22,32
"도로변대기",광주광역시,광주광역시,치평동,34,30,16,22,20,24
"도로변대기",광주광역시,광주광역시,운암동,43,36,17,23,19,31
"도로변대기",광주광역시,광주광역시,시도평균,39,33,16,23,19,28
"도로변대기",대전광역시,대전광역시,대흥동1,32,31,17,22,16,24
"도로변대기",대전광역시,대전광역시,월평동,27,26,15,20,14,19
"도로변대기",대전광역시,대전광역시,시도평균,29,29,16,21,15,21
"도로변대기",울산광역시,울산광역시,신정로,27,28,17,20,17,17
"도로변대기",울산광역시,울산광역시,북부순환도로,29,29,17,20,19,19
"도로변대기",울산광역시,울산광역시,산업로,31,32,20,23,18,18
"도로변대기",울산광역시,울산광역시,시도평균,29,30,18,21,18,18
"도로변대기",세종특별자치시,세종특별자치시,보람동,31,31,22,24,20,24
"도로변대기",경기도,수원,경수대로(동수원),34,32,22,27,18,24
"도로변대기",경기도,성남,성남대로(모란역),33,32,24,26,19,23
"도로변대기",경기도,성남,대왕판교로(백현동),29,29,21,24,18,22
"도로변대기",경기도,안산,중앙대로(고잔동),31,30,21,26,16,24
"도로변대기",경기도,고양,백마로(마두역),37,35,22,27,22,35
"도로변대기",경기도,시흥,서해안로,32,33,25,27,21,29
"도로변대기",경기도,부천,송내대로(중동),38,36,21,25,19,31
"도로변대기",경기도,남양주,경춘로,41,41,26,28,22,29
"도로변대기",경기도,용인,중부대로(구갈동),28,29,20,24,16,20
"도로변대기",경기도,김포,한강로,34,34,23,26,20,33
"도로변대기",경기도,오산,금암로(신장동),32,32,23,30,21,25
"도로변대기",경기도,시도평균,소계,34,33,23,26,19,27
"도로변대기",강원특별자치도,춘천,온의동,29,30,18,18,13,18
"도로변대기",충청북도,청주,복대동,33,31,16,22,17,26
"도로변대기",충청남도,천안,성성동,34,29,13,25,19,28
"도로변대기",충청남도,당진,복운리,32,31,18,26,19,30
"도로변대기",충청남도,아산,장재리,30,29,15,20,16,23
"도로변대기",충청남도,시도평균,소계,32,30,15,24,18,27
"도로변대기",전북특별자치도,전주,서신동,36,34,20,25,22,26
"도로변대기",전북특별자치도,익산,금마면,34,34,20,21,20,27
"도로변대기",전북특별자치도,시도평균,소계,35,34,20,23,21,27
"도로변대기",경상북도,포항,우현동,31,32,20,20,17,23
"도로변대기",경상남도,창원,삼진로,26,23,15,20,17,19
"도로변대기",경상남도,창원,반송로,30,31,22,29,23,22
"도로변대기",경상남도,김해,김해대로,29,28,19,24,18,19
"도로변대기",경상남도,시도평균,소계,28,27,19,24,19,20
"도로변대기",제주특별자치도,제주,노형로,31,24,17,24,21,23
