"구분(1)",구분(2),구분(3),구분(4),2024.05,2024.06,2024.07,2024.08,2024.09,2024.10
"도시대기",전라남도,광양,중동,-,10**,6,12,8,7
"도시대기",전라남도,광양,태인동,12,12,7,12,7,6
"도시대기",전라남도,광양,봉강면,13,14,10,18,12,9
"도시대기",전라남도,광양,광양읍,13,15,8,15,10,8*
"도시대기",전라남도,광양,진월면,12,13,9,16,11,9
"도시대기",전라남도,순천,장천동,14,12,8,12,9,10
"도시대기",전라남도,순천,연향동,14,13,7,13,10,10
"도시대기",전라남도,순천,순천만,12,12,6,13,10,9
"도시대기",전라남도,순천,호두리,12,14*,6*,13,10,10
"도시대기",전라남도,순천,신대,13,14,8,9,6,6
"도시대기",전라남도,목포,용당동,12,11,7,12,10*,12*
"도시대기",전라남도,목포,부흥동,12**,12,8,14,10,11
"도시대기",전라남도,영암,영암읍,10,10,5,9,6,8
"도시대기",전라남도,영암,대불,18**,-,-,-,8*,16
"도시대기",전라남도,나주,빛가람동,14,16,9,12,12,13**
"도시대기",전라남도,담양,담양읍,17,17,-,-,6,13
"도시대기",전라남도,장성,장성읍,12*,-,-,11**,8,11
"도시대기",전라남도,해남,해남읍,12,11,6,10,7,5**
"도시대기",전라남도,영광,영광읍,-,-,-,12**,7,13
"도시대기",전라남도,장흥,장흥읍,-,-,-,-,8,10*
"도시대기",전라남도,진도,진도읍,12*,10,6,12,9,10
"도시대기",전라남도,완도,신지면,11,10,5,11**,8**,9
"도시대기",전라남도,함평,함평읍,12*,11,7,12,10,10
"도시대기",전라남도,고흥,고흥읍,12,12,6,13,10,11
"도시대기",전라남도,신안,신안군,13,11,6,10,9,11
"도시대기",전라남도,무안,무안읍,10*,-,-,-,7,22**
"도시대기",전라남도,무안,남악오룡,-,-,-,-,12**,17
"도시대기",전라남도,강진,강진읍,13**,14,10,17,13,11
"도시대기",전라남도,곡성,곡성읍,11,12,7,12,9,9
"도시대기",전라남도,구례,구례읍,12,12,6,8,6,6
"도시대기",전라남도,보성,벌교읍,11,11,5,11,8,9
"도시대기",전라남도,보성,보성읍,12,12,6,12,9,11
"도시대기",경상북도,영덕,영덕읍,12,15,10,12,7,8
"도시대기",경상북도,영덕,영해면,12,16,12,13,8,7
